,id,year,month,day,scites,title,authors,abstract
960,1410.8067,2014,2,11,16,Classical correlation alone supplies the anomaly to weak values,Christopher Ferrie;Joshua Combes,"The question of what is genuinely quantum about weak values is only ever going to elicit strongly subjective opinions---it is not a scientific question. Good questions, when comparing theories, are operational---they deal with the unquestionable outcomes of experiment. We give the anomalous shift of weak values an objective meaning through a generalization to an operational definition of anomalous post-selected averages. We show the presence of these averages necessitate correlations in every model giving rise to them---quantum or classical. Characterizing such correlations shows that they are ubiquitous. We present the simplest classical example without the need of disturbance realizing these generalized anomalous weak values."
961,1410.6220,2014,2,3,16,Quantum algorithms for shortest paths problems in structured instances,Aran Nayebi;Virginia Vassilevska Williams,"We consider the quantum time complexity of the all pairs shortest paths (APSP) problem and some of its variants. The trivial classical algorithm for APSP and most all pairs path problems runs in $O(n^3)$ time, while the trivial algorithm in the quantum setting runs in $\tilde{O}(n^{2.5})$ time, using Grover search. A major open problem in classical algorithms is to obtain a truly subcubic time algorithm for APSP, i.e. an algorithm running in $O(n^{3-\varepsilon})$ time for constant $\varepsilon>0$. To approach this problem, many truly subcubic time classical algorithms have been devised for APSP and its variants for structured inputs. Some examples of such problems are APSP in geometrically weighted graphs, graphs with small integer edge weights or a small number of weights incident to each vertex, and the all pairs earliest arrivals problem. In this paper we revisit these problems in the quantum setting and obtain the first nontrivial (i.e. $O(n^{2.5-\varepsilon})$ time) quantum algorithms for the problems."
962,1409.8488,2014,1,28,16,Privacy in Quantum Communication Complexity,Iordanis Kerenidis;Mathieu Laurière;François Le Gall;Mathys Rennela,"In two-party quantum communication complexity, Alice and Bob receive some classical inputs and wish to compute some function that depends on both these inputs, while minimizing the communication. This model has found numerous applications in many areas of computer science. One question that has received a lot of attention recently is whether it is possible to perform such protocols in a private way. We show that defining privacy for quantum protocols is not so straightforward and it depends on whether we assume that the registers where Alice and Bob receive their classical inputs are in fact classical registers (and hence unentangled with the rest of the protocol) or quantum registers (and hence can be entangled with the rest of the protocol or the environment). We provide new quantum protocols for the Inner Product function and for Private Information Retrieval, and show that the privacy assuming classical input registers can be exponentially smaller than the privacy assuming quantum input registers. We also argue that the right notion of privacy of a communication protocol is the one assuming classical input registers, since otherwise the players can deviate considerably from the protocol."
963,1409.5436,2014,12,25,16,Classifying symmetry-protected topological phases through the anomalous action of the symmetry on the edge,Dominic V Else;Chetan Nayak,"It is well known that (1+1)-D bosonic symmetry-protected topological (SPT) phases with symmetry group $G$ can be identified by the projective representation of the symmetry at the edge. Here, we generalize this result to higher dimensions. We assume that the representation of the symmetry on the spatial edge of a ($d+1$)-D SPT is /local/ but not necessarily /on-site/, such that there is an obstruction to its implementation on a region with boundary. We show that such obstructions are classified by the cohomology group $H^{d+1}(G, U(1))$, in agreement with the classification of bosonic SPT phases proposed in [Chen et al, Science 338, 1604 (2012)]. Our analysis allows for a straightforward calculation of the element of $H^{d+1}(G, U(1))$ corresponding to physically meaningful models such as non-linear sigma models with a theta term in the action. SPT phases outside the classification of Chen et al are those in which the symmetry cannot be represented locally on the edge. With some modifications, our framework can also be applied to fermionic systems in (2+1)-D."
964,1409.3563,2014,12,19,16,Quantum-proof randomness extractors via operator space theory,Mario Berta;Omar Fawzi;Volkher B Scholz,"Quantum-proof randomness extractors are an important building block for classical and quantum cryptography as well as for device independent randomness amplification and expansion. It is known that some constructions are quantum-proof whereas others are provably not [Gavinsky \it et al., STOC'07]. We argue that the theory of operator spaces offers a natural framework for studying to what extent extractors are secure against quantum adversaries: we first phrase the definition of extractors as a bounded norm condition between normed spaces, and then show that the presence of quantum adversaries corresponds to a completely bounded norm condition between operator spaces. From this we show that very high min-entropy extractors as well as extractors with small output are always (approximately) quantum-proof. We also study a generalization of extractors called randomness condensers. Again, we phrase the definition of condensers as a bounded norm condition and the definition of quantum-proof condensers as a completely bounded norm condition. Seeing condensers as bipartite graphs, we then find that the bounded norm condition corresponds to an instance of a well studied combinatorial problem, called bipartite densest subgraph. Furthermore, using the characterization in terms of operator spaces, we can associate to any condenser a Bell inequality (two-player game) such that classical and quantum strategies are in one-to-one correspondence with classical and quantum attacks on the condenser. Hence, we get for every quantum-proof condenser a Bell inequality that can not be violated by quantum mechanics."
965,1408.5148,2014,11,18,16,Quantum many-body systems out of equilibrium,Jens Eisert;M Friesdorf;Christian Gogolin,"Closed quantum many-body systems out of equilibrium pose several long-standing problems in physics. Recent years have seen a tremendous progress in approaching these questions, not least due to experiments with cold atoms and trapped ions in instances of quantum simulations. This article provides an overview on the progress in understanding dynamical equilibration and thermalisation of closed quantum many-body systems out of equilibrium due to quenches, ramps and periodic driving. It also addresses topics such as the eigenstate thermalisation hypothesis, typicality, transport, many-body localisation, universality near phase transitions, and prospects for quantum simulations."
966,1407.6634,2014,10,30,16,Universal quantum computation in integrable systems,Seth Lloyd;Simone Montangero,"Quantized integrable systems can be made to perform universal quantum computation by the application of a global time-varying control. The action-angle variables of the integrable system function as qubits or qudits, which can be coupled selectively by the global control to induce universal quantum logic gates. By contrast, chaotic quantum systems, even if controllable, do not generically allow quantum computation under global control."
967,1407.6136,2014,10,24,16,Thermal states of random quantum many-body systems,Yoshifumi Nakata;Tobias J Osborne,"We study a distribution of thermal states given by random Hamiltonians with a local structure. We show that the ensemble of thermal states monotonically approaches the unitarily invariant ensemble with decreasing temperature if all particles interact according to a single random interaction and achieves a state $t$-design at temperature $O(1/\log(t))$. For the system where the random interactions are local, we show that the ensemble achieves a state $1$-design. We then provide numerical evidence indicating that the ensemble undergoes a phase transition at finite temperature."
968,1407.3800,2014,10,1,16,Information-Theoretic Implications of Quantum Causal Structures,Rafael Chaves;Christian Majenz;David Gross,"The correlations that can be observed between a set of variables depend on the causal structure underpinning them. Causal structures can be modeled using directed acyclic graphs, where nodes represent variables and edges denote functional dependencies. In this work, we describe a general algorithm for computing information-theoretic constraints on the correlations that can arise from a given interaction pattern, where we allow for classical as well as quantum variables. We apply the general technique to two relevant cases: First, we show that the principle of information causality appears naturally in our framework and go on to generalize and strengthen it. Second, we derive bounds on the correlations that can occur in a networked architecture, where a set of few-body quantum systems is distributed among a larger number of parties."
969,1406.5631,2014,9,22,16,Feynman's Clock for open quantum systems,David G Tempel;Alán Aspuru-Guzik,"We show that Feynman's Clock construction, in which the time-evolution of a closed quantum system is encoded as a ground state problem, can be extended to open quantum systems. In our formalism, the ground states of an ensemble of non-Hermitian Feynman Clock Hamiltonians yield stochastic trajectories, which unravel the evolution of a Lindblad master equation. In this way, one can use Feynman's Clock not only to simulate the evolution of a quantum system, but also it's interaction with an environment such as a heat bath or measuring apparatus. A simple numerical example of a two-level atom undergoing spontaneous emission is presented and analyzed."
970,1406.5036,2014,9,12,16,Inferring causal structure: a quantum advantage,Katja Ried;Megan Agnew;Lydia Vermeyden;Dominik Janzing;Robert W Spekkens;Kevin J Resch,"The problem of using observed correlations to infer causal relations is relevant to a wide variety of scientific disciplines. Yet given correlations between just two classical variables, it is impossible to determine whether they arose from a causal influence of one on the other or a common cause influencing both, unless one can implement a randomized intervention. We here consider the problem of causal inference for quantum variables. We introduce causal tomography, which unifies and generalizes conventional quantum tomography schemes to provide a complete solution to the causal inference problem using a quantum analogue of a randomized trial. We furthermore show that, in contrast to the classical case, observed quantum correlations alone can sometimes provide a solution. We implement a quantum-optical experiment that allows us to control the causal relation between two optical modes, and two measurement schemes -- one with and one without randomization -- that extract this relation from the observed correlations. Our results show that entanglement and coherence, known to be central to quantum information processing, also provide a quantum advantage for causal inference."
971,1405.3039,2014,8,25,16,Limits to catalysis in quantum thermodynamics,Nelly Huei Ying Ng;Laura Mančinska;Cristina Cirstoiu;Jens Eisert;Stephanie Wehner,"Quantum thermodynamics is a research field that aims at fleshing out the ultimate limits of thermodynamic processes in the deep quantum regime. A complete picture of quantum thermodynamics allows for catalysts, i.e., systems facilitating state transformations while remaining essentially intact in their state, very much reminding of catalysts in chemical reactions. In this work, we present a comprehensive analysis of the power and limitation of such thermal catalysis. Specifically, we provide a family of optimal catalysts that can be returned with minimal trace distance error after facilitating a state transformation process. To incorporate the genuine physical role of a catalyst, we identify very significant restrictions on arbitrary state transformations under dimension or mean energy bounds, using methods of convex relaxations. We discuss the implication of these findings on possible thermodynamic state transformations in the quantum regime."
972,1405.1640,2014,7,25,16,"Quantumness of correlations, quantumness of ensembles and quantum data hiding",Marco Piani;Varun Narasimhachar;John Calsamiglia,"We study the quantumness of correlations for ensembles of bi- and multi-partite systems and relate it to the task of quantum data hiding. Quantumness is here intended in the sense of minimum average disturbance under local measurements. We consider a very general framework, but focus on local complete von Neumann measurements as cause of the disturbance, and, later on, on the trace-distance as quantifier of the disturbance. We discuss connections with entanglement and previously defined notions of quantumness of correlations. We prove that a large class of quantifiers of the quantumness of correlations are entanglement monotones for pure bipartite states. In particular, we define an entanglement of disturbance for pure states, for which we give an analytical expression. Such a measure coincides with negativity and concurrence for the case of two qubits. We compute general bounds on disturbance for both single states and ensembles, and consider several examples, including the uniform Haar ensemble of pure states, and pairs of qubit states. Finally, we show that the notion of ensemble quantumness of correlations is most relevant in quantum data hiding. Indeed, while it is known that entanglement is not necessary for a good quantum data hiding scheme, we prove that ensemble quantumness of correlations is."
973,1405.0447,2014,7,24,16,Symmetries and boundary theories for chiral Projected Entangled Pair States,Thorsten B Wahl;Stefan T Haßler;Hong-Hao Tu;J Ignacio Cirac;Norbert Schuch,"We investigate the topological character of lattice chiral Gaussian fermionic states in two dimensions possessing the simplest descriptions in terms of projected entangled-pair states (PEPS). They are ground states of two different kinds of Hamiltonians. The first one, $\mathcal H_\mathrm{ff}$, is local, frustration-free, and gapless. It can be interpreted as describing a quantum phase transition between different topological phases. The second one, $\mathcal H_\mathrm{fb}$ is gapped, and has hopping terms scaling as $1/r^3$ with the distance $r$. The gap is robust against local perturbations, which allows us to define a Chern number for the PEPS. As for (non-chiral) topological PEPS, the non-trivial topological properties can be traced down to the existence of a symmetry in the virtual modes that are used to build the state. Based on that symmetry, we construct string-like operators acting on the virtual modes that can be continuously deformed without changing the state. On the torus, the symmetry implies that the ground state space of the local parent Hamiltonian is two-fold degenerate. By adding a string wrapping around the torus one can change one of the ground states into the other. We use the special properties of PEPS to build the boundary theory and show how the symmetry results in the appearance of chiral modes, and a universal correction to the area law for the zero Rényi entropy."
974,1404.6311,2014,7,16,16,Quantum criticality from Ising model on fractal lattices,Beni Yoshida;Aleksander Kubica,"We study the quantum Ising model on the Sierpiński triangle, whose Hausdorff dimension is $\log 3/ \log 2 \approx 1.585$, and demonstrate that it undergoes second-order phase transition with scaling relations satisfied precisely. We also study the quantum $3$-state Potts model on the Sierpiński triangle and find first-order phase transition, which is consistent with a prediction from $\epsilon$-expansion that the transition becomes first-order for $D > 1.3$. We then compute critical exponents of the Ising model on higher-dimensional Sierpiński pyramids with various Hausdorff dimension via Monte-Carlo simulations and real-space RG analysis for $D\in[1,3]$. We find that only the correlation length exponent $\nu$ interpolates the values of integer-dimensional models. This implies that, contrary to a generally held belief, the universality class of quantum phase transition may not be uniquely determined by symmetry and spatial dimension of the system. This work initiates studies on quantum critical phenomena on graphs and networks which may be of significant importance in the context of quantum networks and communication."
975,1404.2495,2014,6,24,16,Simple scheme for encoding and decoding a qubit in unknown state for various topological codes,Justyna Łodyga;Paweł Mazurek;Andrzej Grudka;Michał Horodecki,"We present a scheme for encoding and decoding an unknown state for CSS codes, based on syndrome measurements. We illustrate our method by means of Kitaev toric code, defected-lattice code, topological subsystem code and Haah 3D code. The protocol is local whenever in a given code the crossings between the logical operators consist of next neighbour pairs, which holds for the above codes. For subsystem code we also present scheme in a noisy case, where we allow for bit and phase-flip errors on qubits as well as state preparation and syndrome measurement errors. Similar scheme can be built for two other codes. We show that the fidelity of the protected qubit in the noisy scenario in a large code size limit is of $1-\mathcal{O}(p)$, where $p$ is a probability of error on a single qubit. Regarding Haah code we provide noiseless scheme, leaving the noisy case as an open problem."
976,1403.2676,2014,6,20,16,Spatial search by continuous-time quantum walks on crystal lattices,Andrew M Childs;Yimin Ge,"We consider the problem of searching a general $d$-dimensional lattice of $N$ vertices for a single marked item using a continuous-time quantum walk. We demand locality, but allow the walk to vary periodically on a small scale. By constructing lattice Hamiltonians exhibiting Dirac points in their dispersion relations and exploiting the linear behaviour near a Dirac point, we develop algorithms that solve the problem in a time of $O(\sqrt N)$ for $d>2$ and $O(\sqrt N \log N)$ in $d=2$. In particular, we show that such algorithms exist even for hypercubic lattices in any dimension. Unlike previous continuous-time quantum walk algorithms on hypercubic lattices in low dimensions, our approach does not use external memory."
977,1402.6711,2014,5,14,16,Operationally-Motivated Uncertainty Relations for Joint Measurability and the Error-Disturbance Tradeoff,Joseph M Renes;Volkher B Scholz,"We derive new Heisenberg-type uncertainty relations for both joint measurability and the error-disturbance tradeoff for arbitrary observables of finite-dimensional systems. The relations are formulated in terms of a directly operational quantity, namely the probability of distinguishing the actual operation of a device from its hypothetical ideal, by any possible testing procedure whatsoever. Moreover, they may be directly applied in information processing settings, for example to infer that devices which can faithfully transmit information regarding one observable do not leak any information about conjugate observables to the environment. Though intuitively apparent from Heisenberg's original arguments, only more limited versions of this statement have previously been formalized."
978,1401.7920,2014,5,8,16,The Structure of Qubit Unextendible Product Bases,Nathaniel Johnston,"Unextendible product bases have been shown to have many important uses in quantum information theory, particularly in the qubit case. However, very little is known about their mathematical structure beyond three qubits. We present several new results about qubit unextendible product bases, including a complete characterization of all four-qubit unextendible product bases, which we show there are exactly 1446 of. We also show that there exist p-qubit UPBs of almost all sizes less than $2^p$."
979,1401.5493,2014,5,5,16,A New Relativistic Orthogonal States Quantum Key Distribution Protocol,Jordan S Cotler;Peter W Shor,"We introduce a new relativistic orthogonal states quantum key distribution protocol which leverages the properties of both quantum mechanics and special relativity to securely encode multiple bits onto the spatio-temporal modes of a single photon. If the protocol is implemented using a single photon source, it can have a key generation rate faster than the repetition rate of the source, enabling faster secure communication than is possible with existing protocols. Further, we provide a proof that the protocol is secure and give a method of implementing the protocol using line-of-sight and fiber optic channels."
980,1312.4575,2013,4,28,16,Branching MERA codes: a natural extension of polar codes,Andrew J Ferris;David Poulin,"We introduce a new class of circuits for constructing efficiently decodable error-correction codes, based on a recently discovered contractible tensor network. We perform an in-depth study of a particular example that can be thought of as an extension to Arikan's polar code. Notably, our numerical simulation show that this code polarizes the logical channels more strongly while retaining the log-linear decoding complexity using the successive cancellation decoder. These codes also display improved error-correcting capability with only a minor impact on decoding complexity. Efficient decoding is realized using powerful graphical calculus tools developed in the field of quantum many-body physics. In a companion paper, we generalize our construction to the quantum setting and describe more in-depth the relation between classical and quantum error correction and the graphical calculus of tensor networks."
981,1311.2717,2013,4,10,16,Quantum spin systems on infinite lattices,Pieter Naaijkens,"This is an extended and corrected version of lecture notes originally written for a one semester course at Leibniz University Hannover. The main aim of the notes is to give an introduction to the mathematical methods used in describing discrete quantum systems consisting of infinitely many sites. Such systems can be used, for example, to model the materials in condensed matter physics. The notes provide the necessary background material to access recent literature in the field. Some of these recent results are also discussed. The contents are roughly as follows: (1) quick recap of essentials from functional analysis, (2) introduction to operator algebra, (3) algebraic quantum mechanics, (4) infinite systems (quasilocal algebra), (5) KMS and ground states, (6) Lieb-Robinson bounds, (7) algebraic quantum field theory, (8) superselection sectors of the toric code, (9) Haag-Ruelle scattering theory in spin systems, (10) applications to gapped phases. The level is aimed at students who have at least had some exposure to (functional) analysis and have a certain mathematical ""maturity""."
982,1311.1095,2013,3,12,16,Universal decoherence due to gravitational time dilation,Igor Pikovski;Magdalena Zych;Fabio Costa;Časlav Brukner,"The physics of low-energy quantum systems is usually studied without explicit consideration of the background spacetime. Phenomena inherent to quantum theory on curved space-time, such as Hawking radiation, are typically assumed to be only relevant at extreme physical conditions: at high energies and in strong gravitational fields. Here we consider low-energy quantum mechanics in the presence of gravitational time dilation and show that the latter leads to decoherence of quantum superpositions. Time dilation induces a universal coupling between internal degrees of freedom and the centre-of-mass of a composite particle. The resulting correlations cause decoherence of the particle's position, even without any external environment. We also show that the weak time dilation on Earth is already sufficient to decohere micron scale objects. Gravity therefore can account for the emergence of classicality and the effect can in principle be tested in future matter wave experiments."
983,1310.4150,2013,2,28,16,Asymptotically Optimal Topological Quantum Compiling,Vadym Kliuchnikov;Alex Bocharov;Krysta M Svore,"In a topological quantum computer, universality is achieved by braiding and quantum information is natively protected from small local errors. We address the problem of compiling single-qubit quantum operations into braid representations for non-abelian quasiparticles described by the Fibonacci anyon model. We develop a probabilistically polynomial algorithm that outputs a braid pattern to approximate a given single-qubit unitary to a desired precision. We also classify the single-qubit unitaries that can be implemented exactly by a Fibonacci anyon braid pattern and present an efficient algorithm to produce their braid patterns. Our techniques produce braid patterns that meet the uniform asymptotic lower bound on the compiled circuit depth and thus are depth-optimal asymptotically. Our compiled circuits are significantly shorter than those output by prior state-of-the-art methods, resulting in improvements in depth by factors ranging from 20 to 1000 for precisions ranging between $10^{-10}$ and $10^{-30}$."
984,1310.3225,2013,1,31,16,A Turing test for free will,Seth Lloyd,"Before Alan Turing made his crucial contributions to the theory of computation, he studied the question of whether quantum mechanics could throw light on the nature of free will. This article investigates the roles of quantum mechanics and computation in free will. Although quantum mechanics implies that events are intrinsically unpredictable, the `pure stochasticity' of quantum mechanics adds only randomness to decision making processes, not freedom. By contrast, the theory of computation implies that even when our decisions arise from a completely deterministic decision-making process, the outcomes of that process can be intrinsically unpredictable, even to -- especially to -- ourselves. I argue that this intrinsic computational unpredictability of the decision making process is what give rise to our impression that we possess free will. Finally, I propose a `Turing test' for free will: a decision maker who passes this test will tend to believe that he, she, or it possesses free will, whether the world is deterministic or not."
985,1310.0129,2013,1,23,16,The squashed entanglement of a quantum channel,Masahiro Takeoka;Saikat Guha;Mark M Wilde,"This paper defines the squashed entanglement of a quantum channel as the maximum squashed entanglement that can be registered by a sender and receiver at the input and output of a quantum channel, respectively. A new subadditivity inequality for the original squashed entanglement measure of Christandl and Winter leads to the conclusion that the squashed entanglement of a quantum channel is an additive function of a tensor product of any two quantum channels. More importantly, this new subadditivity inequality, along with prior results of Christandl, Winter, et al., establishes the squashed entanglement of a quantum channel as an upper bound on the quantum communication capacity of any channel assisted by unlimited forward and backward classical communication. A similar proof establishes this quantity as an upper bound on the private capacity of a quantum channel assisted by unlimited forward and backward public classical communication. This latter result is relevant as a limitation on rates achievable in quantum key distribution. As an important application, we determine that these capacities can never exceed log((1+eta)/(1-eta)) for a pure-loss bosonic channel for which a fraction eta of the input photons make it to the output on average. The best known lower bound on these capacities is equal to log(1/(1-eta)). Thus, in the high-loss regime for which eta << 1, this new upper bound demonstrates that the protocols corresponding to the above lower bound are nearly optimal."
986,1309.7032,2013,11,13,16,Lattice Model for Fermionic Toric Code,Zheng-Cheng Gu;Zhenghan Wang;Xiao-Gang Wen,"The Z_2 topological order in Z_2 spin liquid and in exactly soluble Kitaev toric code model is the simplest topological order for 2+1D bosonic systems. More general 2+1D bosonic topologically ordered states can be constructed via exact soluble string-net models. However, the most important topologically ordered phases of matter are arguably the fermionic fractional quantum Hall states. Topological phases of matter for fermion systems are strictly richer than their bosonic counterparts because locality has different meanings for the two kinds of systems. In this paper, we describe a simple fermionic version of the toric code model to illustrate many salient features of fermionic exactly soluble models and fermionic topologically ordered states."
987,1309.6116,2013,11,6,16,Optimal parallel quantum query algorithms,Stacey Jeffery;Frederic Magniez;Ronald de Wolf,"We study the complexity of quantum query algorithms that make p queries in parallel in each timestep. This model is in part motivated by the fact that decoherence times of qubits are typically small, so it makes sense to parallelize quantum algorithms as much as possible. We show tight bounds for a number of problems, specifically Theta((n/p)^2/3) p-parallel queries for element distinctness and Theta((n/p)^k/(k+1) for k-sum. Our upper bounds are obtained by parallelized quantum walk algorithms, and our lower bounds are based on a relatively small modification of the adversary lower bound method, combined with recent results of Belovs et al. on learning graphs. We also prove some general bounds, in particular that quantum and classical p-parallel complexity are polynomially related for all total functions f when p is small compared to f's block sensitivity."
988,1309.2586,2013,10,16,16,Quantum computing on encrypted data,K Fisher;Anne Broadbent;Lynden K Shalm;Z Yan;J Lavoie;R Prevedel;T Jennewein;Kevin J Resch,"The ability to perform computations on encrypted data is a powerful tool for protecting privacy. Recently, protocols to achieve this on classical computing systems have been found. Here we present an efficient solution to the quantum analogue of this problem that enables arbitrary quantum computations to be carried out on encrypted quantum data. We prove that an untrusted server can implement a universal set of quantum gates on encrypted quantum bits (qubits) without learning any information about the inputs, while the client, knowing the decryption key, can easily decrypt the results of the computation. We experimentally demonstrate, using single photons and linear optics, the encryption and decryption scheme on a set of gates sufficient for arbitrary quantum computations. Because our protocol requires few extra resources compared to other schemes it can be easily incorporated into the design of future quantum servers. These results will play a key role in enabling the development of secure distributed quantum systems."
989,1308.6270,2013,10,14,16,Simulation of rare events in quantum error correction,Sergey Bravyi;Alexander Vargo,"We consider the problem of calculating the logical error probability for a stabilizer quantum code subject to random Pauli errors. To access the regime of large code distances where logical errors are extremely unlikely we adopt the splitting method widely used in Monte Carlo simulations of rare events and Bennett's acceptance ratio method for estimating the free energy difference between two canonical ensembles. To illustrate the power of these methods in the context of error correction, we calculate the logical error probability $P_L$ for the 2D surface code on a square lattice with a pair of holes for all code distances $d\le 20$ and all error rates $p$ below the fault-tolerance threshold. Our numerical results confirm the expected exponential decay $P_L\sim \exp{[-\alpha(p)d]}$ and provide a simple fitting formula for the decay rate $\alpha(p)$. Both noiseless and noisy syndrome readout circuits are considered."
990,1308.3318,2013,10,2,16,Entanglement and tensor network states,Jens Eisert,"These lecture notes provide a brief overview of methods of entanglement theory applied to the study of quantum many-body systems, as well as of tensor network states capturing quantum states naturally appearing in condensed-matter systems."
991,1307.0707,2013,9,27,16,Revisiting additivity violation of quantum channels,Motohisa Fukuda,"We prove additivity violation of minimum output entropy of quantum channels by straightforward application of \epsilon-net argument and Lévy's lemma. The additivity conjecture was disproved initially by Hastings. Later, a proof via asymptotic geometric analysis was presented by Aubrun, Szarek and Werner, which uses Dudley's bound on Gaussian process (or Dvoretzky's theorem with Schechtman's improvement). In this paper, we develop another proof along Dvoretzky's theorem in Milman's view showing additivity violation in broader regimes than the existing proofs. Importantly, Dvoretzky's theorem works well with norms to give strong statements but these techniques can be extended to functions which have norm-like structures - positive homogeneity and triangle inequality. Then, a connection between Hastings' method and ours is also discussed. Besides, we make some comments on relations between regularized minimum output entropy and classical capacity of quantum channels."
992,1307.0632,2013,9,25,16,Decoupling with random quantum circuits,Winton Brown;Omar Fawzi,"Decoupling has become a central concept in quantum information theory with applications including proving coding theorems, randomness extraction and the study of conditions for reaching thermal equilibrium. However, our understanding of the dynamics that lead to decoupling is limited. In fact, the only families of transformations that are known to lead to decoupling are (approximate) unitary two-designs, i.e., measures over the unitary group which behave like the Haar measure as far as the first two moments are concerned. Such families include for example random quantum circuits with O(n^2) gates, where n is the number of qubits in the system under consideration. In fact, all known constructions of decoupling circuits use \Omega(n^2) gates. Here, we prove that random quantum circuits with O(n log^2 n) gates satisfy an essentially optimal decoupling theorem. In addition, these circuits can be implemented in depth O(log^3 n). This proves that decoupling can happen in a time that scales polylogarithmically in the number of particles in the system, provided all the particles are allowed to interact. Our proof does not proceed by showing that such circuits are approximate two-designs in the usual sense, but rather we directly analyze the decoupling property."
993,1306.4003,2013,9,11,16,Robustness in Projected Entangled Pair States,J Ignacio Cirac;Spyridon Michalakis;David Pérez-García;Norbert Schuch,"We analyze a criterion which guarantees that the ground states of certain many body systems are stable under perturbations. Specifically, we consider PEPS, which are believed to provide an efficient description, based on local tensors, for the low energy physics arising from local interactions. In order to assess stability in the framework of PEPS, one thus needs to understand how physically allowed perturbations of the local tensor affect the properties of the global state. In this paper, we show that a restricted version of the Local Topological Quantum Order (LTQO) condition provides a checkable criterion which allows to assess the stability of local properties of PEPS under physical perturbations. We moreover show that LTQO itself is stable under perturbations which preserve the spectral gap, leading to nontrivial examples of PEPS which possess LTQO and are thus stable under arbitrary perturbations."
994,1306.1586,2013,8,29,16,Strong converse for the classical capacity of entanglement-breaking and Hadamard channels via a sandwiched Renyi relative entropy,Mark M Wilde;Andreas Winter;Dong Yang,"A strong converse theorem for the classical capacity of a quantum channel states that the probability of correctly decoding a classical message converges exponentially fast to zero in the limit of many channel uses if the rate of communication exceeds the classical capacity of the channel. Along with a corresponding achievability statement for rates below the capacity, such a strong converse theorem enhances our understanding of the capacity as a very sharp dividing line between achievable and unachievable rates of communication. Here, we show that such a strong converse theorem holds for the classical capacity of all entanglement-breaking channels and all Hadamard channels (the complementary channels of the former). These results follow by bounding the success probability in terms of a ""sandwiched"" Renyi relative entropy, by showing that this quantity is subadditive for all entanglement-breaking and Hadamard channels, and by relating this quantity to the Holevo capacity. Prior results regarding strong converse theorems for particular covariant channels emerge as a special case of our results."
995,1305.1953,2013,8,16,16,Majorana fermions and non-locality,Earl T Campbell;Matty J Hoban;Jens Eisert,"Localized Majorana fermions emerge in many topologically ordered systems and exhibit exchange statistics of Ising anyons. This enables noise-resistant implementation of a limited set of operations by braiding and fusing Majorana fermions. Unfortunately, these operations are incapable of implementing universal quantum computation. We show that, regardless of these limitations, Majorana fermions could be used to demonstrate non-locality (correlations incompatible with a local hidden variable theory) in experiments using only topologically protected operations. We also demonstrate that our proposal is optimal in terms of resources, with 10 Majorana fermions shown to be both necessary and sufficient for demonstrating bipartite non-locality. Furthermore, we identify severe restrictions on the possibility of tripartite non-locality. We comment on the potential of such entangled systems to be used in quantum information protocols."
996,1304.4642,2013,7,3,16,Easy and hard functions for the Boolean hidden shift problem,Andrew M Childs;Robin Kothari;Maris Ozols;Martin Roetteler,"We study the quantum query complexity of the Boolean hidden shift problem. Given oracle access to f(x+s) for a known Boolean function f, the task is to determine the n-bit string s. The quantum query complexity of this problem depends strongly on f. We demonstrate that the easiest instances of this problem correspond to bent functions, in the sense that an exact one-query algorithm exists if and only if the function is bent. We partially characterize the hardest instances, which include delta functions. Moreover, we show that the problem is easy for random functions, since two queries suffice. Our algorithm for random functions is based on performing the pretty good measurement on several copies of a certain state; its analysis relies on the Fourier transform. We also use this approach to improve the quantum rejection sampling approach to the Boolean hidden shift problem."
997,1304.0036,2013,7,3,16,Tight bound on relative entropy by entropy difference,David Reeb;Michael M Wolf,"We prove a lower bound on the relative entropy between two finite-dimensional states in terms of their entropy difference and the dimension of the underlying space. The inequality is tight in the sense that equality can be attained for any prescribed value of the entropy difference, both for quantum and classical systems. We outline implications for information theory and thermodynamics, such as a necessary condition for a process to be close to thermodynamic reversibility, or an easily computable lower bound on the classical channel capacity. Furthermore, we derive a tight upper bound, uniform for all states of a given dimension, on the variance of the surprisal, whose thermodynamic meaning is that of heat capacity."
998,1302.4122,2013,6,18,16,Protected gates for superconducting qubits,Peter Brooks;Alexei Kitaev;John Preskill,"We analyze the accuracy of quantum phase gates acting on ""zero-pi qubits"" in superconducting circuits, where the gates are protected against thermal and Hamiltonian noise by continuous-variable quantum error-correcting codes. The gates are executed by turning on and off a tunable Josephson coupling between an LC oscillator and a qubit or pair of quits; assuming perfect qubits, we show that the gate errors are exponentially small when the oscillator's impedance sqrtL/C is large compared to hbar/4e^2 ~ 1 kilo-ohm. The protected gates are not computationally universal by themselves, but a scheme for universal fault-tolerant quantum computation can be constructed by combining them with unprotected noisy operations. We validate our analytic arguments with numerical simulations."
999,1301.4605,2013,6,10,16,On an Extension Problem for Density Matrices,Eric A Carlen;Joel L Lebowitz;Elliott H Lieb,"We investigate the problem of the existence of a density matrix rho on the product of three Hilbert spaces with given marginals on the pair (1,2) and the pair (2,3). While we do not solve this problem completely we offer partial results in the form of some necessary and some sufficient conditions on the two marginals. The quantum case differs markedly from the classical (commutative) case, where the obvious necessary compatibility condition suffices, namely, trace_1 (rho_12) = \trace_3 (rho_23)."
